variete;parcelle;trait;arbre;uc.dep;EC1;EC2;EC3;EC4;EC5;EC6;EC7;EC8;EC9;ddeb;year;month;week;type;posit;diam;dsup;date.flo;fruits;pb;date.pb;
cogshall;cirad;T;14;10;4;0;0;;;;;;;18/07/2008;2008;7;29;FV;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;;;;;;;18/07/2008;2008;7;29;FV;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;;;;;;;18/07/2008;2008;7;29;FV;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;1;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;1;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;1;0;;;;;27/07/2009;2009;7;31;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;1;0;;;;;04/08/2009;2009;8;32;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;1;0;;;;;03/08/2009;2009;8;32;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;1;0;;;;;29/07/2009;2009;7;31;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;1;0;;;;;03/08/2009;2009;8;32;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;2;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;2;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;2;0;;;;;21/07/2009;2009;7;30;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;3;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;3;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;3;0;;;;;26/07/2009;2009;7;31;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;3;0;;;;;02/08/2009;2009;8;32;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;3;0;;;;;28/07/2009;2009;7;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;3;0;;;;;30/07/2009;2009;7;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;3;0;;;;;30/07/2009;2009;7;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;3;0;;;;;30/07/2009;2009;7;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;3;0;;;;;01/08/2009;2009;8;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;4;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;4;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;4;0;;;;;12/07/2009;2009;7;29;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;5;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;5;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;5;0;;;;;27/07/2009;2009;7;31;F;A;;NA;;1;NA;;
cogshall;cirad;T;14;10;4;0;0;5;0;;;;;29/07/2009;2009;7;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;5;0;;;;;28/07/2009;2009;7;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;5;0;;;;;30/07/2009;2009;7;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;5;0;;;;;30/07/2009;2009;7;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;5;1;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;5;1;;;;;18/07/2009;2009;7;29;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;5;1;;;;;05/08/2009;2009;8;32;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;6;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;6;;;;;;18/07/2009;2009;7;29;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;7;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;7;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;7;0;;;;;10/07/2009;2009;7;28;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;8;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;8;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;10;4;0;0;8;0;;;;;06/08/2009;2009;8;32;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;;;;;;;;;08/08/2007;2007;8;32;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;;;;;;;;01/11/2007;2007;11;44;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;;;;;;;17/01/2008;2008;1;3;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;;;;;;;08/07/2008;2008;7;28;FV;A;9,1;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;;;;;;;11/07/2008;2008;7;28;FV;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;;;;;;;09/07/2008;2008;7;28;FV;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;;;;;;;09/07/2008;2008;7;28;FV;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;;;;;;;09/07/2008;2008;7;28;FV;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;1;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;1;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;1;0;;;;;13/07/2009;2009;7;29;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;1;0;;;;;14/07/2009;2009;7;29;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;1;0;;;;;18/07/2009;2009;7;29;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;1;0;;;;;19/07/2009;2009;7;30;F;L;;NA;;1;NA;;
cogshall;cirad;T;14;11;0;0;0;1;1;;;;;29/01/2009;2009;1;5;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;1;1;;;;;21/07/2009;2009;7;30;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;2;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;2;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;2;0;;;;;13/07/2009;2009;7;29;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;2;0;;;;;20/07/2009;2009;7;30;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;2;0;;;;;12/07/2009;2009;7;29;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;2;0;;;;;19/07/2009;2009;7;30;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;2;0;1;;;;25/10/2009;2009;10;44;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;2;1;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;2;1;;;;;10/07/2009;2009;7;28;F;A;;NA;;1;NA;;
cogshall;cirad;T;14;11;0;0;0;2;2;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;2;2;;;;;09/07/2009;2009;7;28;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;3;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;0;3;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;1;;;;;;;17/01/2008;2008;1;3;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;1;;;;;;;06/07/2008;2008;7;28;FV;A;4,6;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;1;1;;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;1;1;;;;;;24/07/2009;2009;7;30;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;2;;;;;;;17/01/2008;2008;1;3;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;2;;;;;;;08/07/2008;2008;7;28;FV;A;7,5;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;2;;;;;;;10/07/2008;2008;7;28;FV;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;2;;;;;;;08/07/2008;2008;7;28;FV;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;2;1;;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;2;1;;;;;;23/07/2009;2009;7;30;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;3;;;;;;;17/01/2008;2008;1;3;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;3;;;;;;;17/07/2008;2008;7;29;F;A;5;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;3;1;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;3;1;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;3;1;0;;;;;22/07/2009;2009;7;30;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;3;2;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;4;;;;;;;17/01/2008;2008;1;3;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;4;;;;;;;29/06/2008;2008;6;27;FV;A;6,2;NA;;1;NA;;
cogshall;cirad;T;14;11;0;0;4;1;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;4;1;;;;;;23/07/2009;2009;7;30;F;A;;NA;;1;NA;;
cogshall;cirad;T;14;11;0;0;4;2;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;4;2;;;;;;24/07/2009;2009;7;30;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;4;3;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;4;3;;;;;;23/07/2009;2009;7;30;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;4;4;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;4;4;;;;;;24/07/2009;2009;7;30;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;4;5;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;4;5;;;;;;13/07/2009;2009;7;29;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;0;0;4;5;;;;;;20/07/2009;2009;7;30;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;1;;;;;;;;;08/08/2007;2007;8;32;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;1;0;;;;;;;;01/11/2007;2007;11;44;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;1;0;0;;;;;;;17/01/2008;2008;1;3;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;1;0;0;;;;;;;21/06/2008;2008;6;25;FV;A;7,5;NA;;NA;NA;;
cogshall;cirad;T;14;11;1;0;0;1;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;1;0;0;1;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;1;0;0;1;0;;;;;24/06/2009;2009;6;26;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;1;0;0;2;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;1;0;0;2;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;1;0;0;2;0;;;;;03/07/2009;2009;7;27;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;1;0;0;3;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;1;0;0;3;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;1;0;0;3;0;;;;;06/07/2009;2009;7;28;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;1;0;0;4;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;1;0;0;4;;;;;;25/07/2009;2009;7;30;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;1;0;0;5;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;1;0;0;5;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;1;0;0;5;0;;;;;13/06/2009;2009;6;24;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;1;0;1;;;;;;;17/01/2008;2008;1;3;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;1;0;1;;;;;;;30/06/2008;2008;6;27;FV;A;3,4;NA;;NA;NA;;
cogshall;cirad;T;14;11;1;0;2;;;;;;;17/01/2008;2008;1;3;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;1;0;2;;;;;;;27/06/2008;2008;6;26;FV;A;4,8;NA;;NA;NA;;
cogshall;cirad;T;14;11;2;;;;;;;;;08/08/2007;2007;8;32;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;2;0;;;;;;;;01/11/2007;2007;11;44;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;2;0;0;;;;;;;17/01/2008;2008;1;3;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;2;0;0;;;;;;;12/06/2008;2008;6;24;F;A;5,6;NA;;NA;NA;;
cogshall;cirad;T;14;11;3;;;;;;;;;10/08/2007;2007;8;32;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;3;0;;;;;;;;01/11/2007;2007;11;44;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;3;0;0;;;;;;;17/01/2008;2008;1;3;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;3;0;0;;;;;;;30/06/2008;2008;6;27;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;3;0;0;1;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;3;0;0;1;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;3;0;0;1;0;;;;;10/07/2009;2009;7;28;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;3;0;0;2;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;3;0;0;2;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;3;0;0;2;0;;;;;11/07/2009;2009;7;28;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;3;0;1;;;;;;;17/01/2008;2008;1;3;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;3;0;1;;;;;;;05/07/2008;2008;7;27;F;A;3,3;NA;;NA;NA;;
cogshall;cirad;T;14;11;3;0;2;;;;;;;17/01/2008;2008;1;3;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;3;0;2;;;;;;;07/07/2008;2008;7;28;F;A;3,2;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;;;;;;;;;10/08/2007;2007;8;32;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;;;;;;;;01/11/2007;2007;11;44;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;0;;;;;;;17/01/2008;2008;1;3;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;0;;;;;;;30/06/2008;2008;6;27;F;A;7,7;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;0;1;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;0;1;1;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;0;1;1;;;;;08/07/2009;2009;7;28;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;0;1;2;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;0;1;2;;;;;09/07/2008;2008;7;28;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;0;2;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;0;2;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;0;2;0;;;;;07/07/2009;2009;7;28;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;0;2;1;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;0;2;1;;;;;06/07/2009;2009;7;28;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;0;3;;;;;;25/12/2008;2008;12;52;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;0;3;0;;;;;22/01/2009;2009;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;0;3;0;;;;;06/07/2009;2009;7;28;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;0;4;;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;0;4;;;;;;14/07/2009;2009;7;29;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;0;5;;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;0;5;;;;;;19/07/2009;2009;7;30;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;1;;;;;;;17/01/2008;2008;1;3;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;1;;;;;;;07/07/2008;2008;7;28;FV;A;3,7;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;2;;;;;;;17/01/2008;2008;1;3;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;2;;;;;;;08/07/2008;2008;7;28;F;A;6,2;NA;;2;NA;;
cogshall;cirad;T;14;11;4;0;3;;;;;;;17/01/2008;2008;1;3;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;3;;;;;;;05/07/2008;2008;7;27;FV;A;5,8;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;4;;;;;;;17/01/2008;2008;1;3;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;11;4;0;4;;;;;;;30/06/2008;2008;6;27;FV;A;5,8;NA;;NA;NA;;
cogshall;cirad;T;14;12;0;;;;;;;;;15/07/2007;2007;7;29;VF;A;;NA;15/08/2007;1;S;11/05/2009;
cogshall;cirad;T;14;13;0;;;;;;;;;05/08/2007;2007;8;32;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;;;;;;;;01/11/2007;2007;11;44;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;0;;;;;;;24/01/2008;2008;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;0;1;;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;0;1;;;;;;01/08/2009;2009;8;31;F;A;;NA;;1;NA;;
cogshall;cirad;T;14;13;0;0;0;2;;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;0;2;;;;;;07/08/2009;2009;8;32;F;A;;NA;;1;NA;;
cogshall;cirad;T;14;13;0;0;0;3;;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;0;3;;;;;;05/08/2009;2009;8;32;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;1;;;;;;;24/01/2008;2008;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;1;;;;;;;15/07/2008;2008;7;29;F;A;4,8;NA;;1;NA;;
cogshall;cirad;T;14;13;0;0;1;1;;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;1;1;;;;;;09/08/2009;2009;8;33;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;2;;;;;;;24/01/2008;2008;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;2;;;;;;;15/07/2008;2008;7;29;F;A;6,5;NA;;1;NA;;
cogshall;cirad;T;14;13;0;0;2;;;;;;;16/07/2008;2008;7;29;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;2;;;;;;;16/07/2008;2008;7;29;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;2;1;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;2;2;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;2;2;;;;;;03/08/2009;2009;8;32;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;2;3;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;2;3;;;;;;30/07/2009;2009;7;31;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;2;4;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;2;4;;;;;;06/08/2009;2009;8;32;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;3;;;;;;;24/01/2008;2008;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;3;;;;;;;15/07/2008;2008;7;29;F;A;7;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;3;1;;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;3;1;;;;;;29/07/2009;2009;7;31;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;3;2;;;;;;22/01/2009;2009;1;4;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;3;2;;;;;;23/07/2009;2009;7;30;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;0;;;;;;;07/07/2008;2008;7;28;F;A;9,9;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;0;;;;;;;08/07/2008;2008;7;28;F;L;;NA;;1;NA;;
cogshall;cirad;T;14;13;0;0;0;;;;;;;08/07/2008;2008;7;28;F;L;;NA;;1;NA;;
cogshall;cirad;T;14;13;0;0;0;;;;;;;08/07/2008;2008;7;28;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;0;;;;;;;08/07/2008;2008;7;28;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;0;0;0;;;;;;;08/07/2008;2008;7;28;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;1;;;;;;;;;06/08/2007;2007;8;32;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;1;0;;;;;;;;01/11/2007;2007;11;44;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;13;1;0;0;;;;;;;24/01/2008;2008;1;4;V;A;;NA;;NA;NA;;
cogshall;cirad;T;14;13;1;0;0;;;;;;;16/07/2008;2008;7;29;F;A;10,5;NA;;NA;NA;;
cogshall;cirad;T;14;13;1;0;0;;;;;;;16/07/2008;2008;7;29;F;L;;NA;;1;NA;;
cogshall;cirad;T;14;13;1;0;0;;;;;;;16/07/2008;2008;7;29;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;1;0;0;;;;;;;16/07/2008;2008;7;29;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;1;0;0;;;;;;;16/07/2008;2008;7;29;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;1;0;0;1;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;1;0;0;1;;;;;;04/08/2009;2009;8;32;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;13;1;0;0;2;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;1;0;0;2;;;;;;30/07/2009;2009;7;31;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;13;1;0;0;2;;;;;;05/08/2009;2009;8;32;F;L;;NA;;1;NA;;
cogshall;cirad;T;14;13;1;0;0;3;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;1;0;0;2;;;;;;30/07/2009;2009;7;31;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;13;1;0;0;2;;;;;;28/07/2009;2009;7;31;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;13;1;0;0;2;;;;;;29/07/2009;2009;7;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;1;0;0;2;;;;;;29/07/2009;2009;7;31;F;L;;NA;;1;NA;;
cogshall;cirad;T;14;13;1;0;0;2;;;;;;28/07/2009;2009;7;31;F;L;;NA;;1;NA;;
cogshall;cirad;T;14;13;1;0;0;2;;;;;;30/07/2009;2009;7;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;1;0;0;2;;;;;;31/07/2009;2009;7;31;F;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;1;0;0;4;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;1;0;0;4;;;;;;25/07/2009;2009;7;30;F;A;;NA;;NA;NA;;
cogshall;cirad;T;14;13;1;0;0;5;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;1;0;0;5;;;;;;21/07/2009;2009;7;30;F;A;;NA;;1;NA;;
cogshall;cirad;T;14;13;1;0;0;6;;;;;;01/01/2009;2009;1;1;V;L;;NA;;NA;NA;;
cogshall;cirad;T;14;13;1;0;0;6;;;;;;18/07/2009;2009;7;29;F;A;;NA;;1;NA;;
